feature_idx,description,top_modalities,top_orientations,top_structures,mean_activation,combined_rank,interp_score,true_concept_rank,is_successful,distractor_features,distractor_concepts,ranking_output,parse_success,train_activation_mean,val_activation_mean
420,Sagittal CT of the abdominal aorta and lumbar spine in a male patient,ct,x,"age, colon, duodenum, gender, heart",0.052187903225421904,190.5,0.086440502595665,1,True,"[2007, 6718, 5260, 3548]","['CT of the proximal femur and gluteal muscles', 'Sagittal CT or MRI of the left rib cage in an elderly patient', 'Axial CT of the bony pelvis and surrounding structures in an elderly patient', 'Axial CT of the thorax and mediastinum in an elderly male patient']","C, A, E, B, D",True,0.07470705360174179,0.06632579118013382
45,Axial CT or MRI of the chest and upper abdomen in an adult patient,"ct, mri","z, y","age, gender, aorta, autochthon_left, autochthon_right",0.07296992391347885,191.0,0.0468779185341004,1,True,"[6525, 625, 3508, 220]","['CT or MRI of the thorax and mediastinum', 'CT of the rib cage', 'CT of the pelvis in a female patient', 'CT of the paraspinal muscles and vertebral column']","C, B, E, D, A",True,0.10951394587755203,0.08914367109537125
635,Sagittal CT of the thoracic spine and spinal canal,ct,"x, y","age, aorta, gender, pathology, vertebrae_T3",0.08250251263380051,191.0,0.0588356699187721,1,True,"[515, 4060, 1343, 2986]","['Sagittal CT of the rib cage and shoulder girdle', 'CT of the rib cage', 'Coronal CT of the male pelvis including the sacrum and vertebrae', 'CT of the vertebral column']","D, E, C, B, A",True,0.10760777443647385,0.10598661750555038
18,Axial CT of the thoracolumbar spine and paraspinal muscles,ct,z,"age, gender, pathology, spinal_cord, aorta",0.06046424061059952,194.0,0.0525467632049672,1,True,"[651, 3196, 1539, 3143]","['CT of the bony pelvis and proximal femur', 'Coronal CT of the rib cage and associated structures in a female patient.', 'CT of the proximal femur', 'Axial CT or MRI of the head/brain in an elderly female patient']","E, C, D, B, A",True,0.07914499193429947,0.07216101139783859
1854,Axial CT of the lumbar spine and spinal canal,ct,z,"age, gender, pathology, iliopsoas_left, iliopsoas_right",0.044624926149845125,195.5,0.0799668093148369,1,True,"[4076, 6556, 7076, 1650]","['CT of the rib cage', 'CT of the rib cage in a female patient', 'Coronal CT of the thoracic spine and spinal canal', 'CT of the chest including lungs and ribs']","A, D, C, E, B",True,0.05821691453456879,0.06710624694824219
173,Coronal CT of the rib cage in an elderly patient,ct,"y, z","age, gender, pathology, costal_cartilages, skull",0.0658627524971962,199.0,0.0950767549863638,1,True,"[489, 1035, 977, 7622]","['CT of the bony pelvis and proximal femur', 'Sagittal CT or MRI of the head/brain in a male patient.', 'Sagittal CT of the gluteal muscles in an elderly male patient', 'CT of the thoracic vertebrae and paraspinal muscles']","C, A, D, E, B",True,0.09337420016527176,0.09873449057340622
1278,Coronal CT of the rib cage and paraspinal muscles,"ct, mri",y,"age, autochthon_left, autochthon_right, gender, lung_lower_lobe_left",0.0909128576517105,202.0,0.0696814602647781,2,True,"[3390, 6576, 8093, 4394]","['Axial CT of the chest and upper abdomen in an elderly patient', 'Coronal CT of the head and skull', 'CT of the skull', 'CT of the rib cage and thoracic spine']","D, E, C, B, A",True,0.10509032756090164,0.10360639542341232
1074,Axial CT of the upper cervical spine and skull,ct,"z, y","age, gender, pathology, spinal_cord, skull",0.0655115470290184,207.0,0.1285076390114622,1,True,"[5075, 1838, 853, 6920]","['Sagittal CT of the shoulder girdle', 'Axial CT of the abdomen and pelvis in an elderly patient', 'Axial CT of the abdomen and retroperitoneum in an elderly patient', 'CT of the rib cage']","B, C, E, D, A",True,0.08901327103376389,0.08018984645605087
1649,Axial CT of the bony pelvis and surrounding structures in an elderly patient.,ct,"z, y","age, gender, pathology, autochthon_left, autochthon_right",0.043928605318069455,207.0,0.0886896718623325,1,True,"[815, 7610, 2839, 2973]","['CT of the bowel in a male patient', 'CT of the rib cage', 'CT of the rib cage and associated structures', 'Coronal CT of the skull in an elderly patient']","A, B, D, C, E",True,0.07459032535552979,0.06761027872562408
371,Coronal CT of the skull,"ct, mri","y, x","age, gender, pathology, skull, brain",0.07793468981981277,209.0,0.0589836709921865,2,True,"[4731, 4473, 8070, 8148]","['CT of the skull', 'CT of the skull', 'Coronal CT of the thoracic spine and paraspinal muscles in an elderly patient', 'Axial CT of the rib cage in a female patient']","B, E, C, D, A",True,0.1262175738811493,0.10767429322004318
503,Sagittal CT of the gluteal muscles and proximal femur in an adult patient,ct,"x, y","age, gender, pathology, humerus_right, humerus_left",0.11402657628059387,210.5,0.0570338109232345,4,False,"[6184, 6218, 5724, 1151]","['CT of the thoracic spine and spinal canal in a male patient', 'CT of the proximal femur', 'CT of the torso in a female patient', 'Sagittal CT of the thoracic spine and paraspinal muscles']","B, E, A, C, D",True,0.13875794410705566,0.12841999530792236
46,Axial CT of the skull and brain,"ct, mri","z, y, x","age, gender, pathology, brain, femur_right",0.053849466145038605,212.5,0.084706939542256,1,True,"[8139, 5441, 7887, 7632]","['Sagittal CT of the rib cage in a male patient', 'CT of the paraspinal muscles and vertebrae', 'CT of the thoracic spine and paraspinal muscles', 'CT of the rib cage']","A, D, E, C, B",True,0.10586922615766525,0.07970506697893143
6969,Axial CT of the abdomen and retroperitoneum in a female patient,ct,z,"age, gender, pathology, iliopsoas_left, aorta",0.03280034959316254,213.0,0.0535040147334703,1,True,"[705, 1757, 1465, 3556]","['CT of the rib cage and associated structures', 'CT of the proximal femur in an elderly male patient', 'Axial CT of the chest including the ribs and vertebral bodies.', 'CT of the rib cage']","B, E, A, D, C",True,0.04958222061395645,0.04322722554206848
1183,Axial CT of the lumbar spine and spinal canal in a male patient,"ct, mri","z, x","age, spinal_cord, gender, autochthon_left, autochthon_right",0.036507810652256015,215.0,0.0559598483209761,1,True,"[4355, 4057, 1678, 5088]","['Coronal CT of the male rib cage', 'CT of the rib cage', 'CT of the rib cage and lungs', 'CT of the rib cage']","B, E, C, D, A",True,0.052418097853660583,0.04772181808948517
493,Axial CT of the thorax and mediastinum,ct,z,"age, aorta, gender, pathology, spinal_cord",0.059521225094795224,216.0,0.041207238359343,1,True,"[4279, 3091, 3896, 222]","['CT of the skull and brain', 'Sagittal CT of the gluteal muscles and proximal femur', 'Axial CT of the thorax and rib cage', 'Coronal CT of the rib cage and spine']","D, B, A, E, C",True,0.07715921849012375,0.07291056960821152
718,Sagittal CT of the shoulder girdle,ct,"x, y","age, gender, pathology, humerus_left, skull",0.10801680684089661,218.5,0.0396041357171187,1,True,"[6877, 4590, 1491, 2975]","['CT of the pelvis in a female patient', 'Sagittal CT of the rib cage', 'Coronal CT of the paraspinal muscles and vertebral bodies', 'CT of the rib cage']","D, E, C, A, B",True,0.14489775896072388,0.14002060890197754
4735,Sagittal CT of the thoracic spine and spinal canal in a male patient,ct,x,"age, aorta, autochthon_right, gender, heart",0.0553642138838768,218.5,0.0978596885669231,1,True,"[6373, 6544, 4240, 4367]","['Coronal CT of the rib cage in a male patient.', 'CT of the rib cage', 'CT of the pelvis in a male patient', 'Coronal CT of the rib cage and associated structures in an elderly patient']","B, E, D, C, A",True,0.07184835523366928,0.07466929405927658
1551,Axial CT of the bony pelvis and surrounding structures in a male patient.,ct,"z, y","age, gender, pathology, gluteus_maximus_left, gluteus_maximus_right",0.0553082063794136,220.5,0.0772968608794018,1,True,"[1757, 5658, 4872, 1821]","['CT of the proximal femur in an elderly male patient', 'CT of the thorax and mediastinum in a female patient', 'Sagittal CT of the rib cage in an elderly patient', 'MRI of the brain in an adult patient']","B, A, E, C, D",True,0.06900354474782944,0.06544893234968185
981,Axial CT of the upper thorax and cervical spine in elderly patients,ct,z,"age, autochthon_left, autochthon_right, clavicula_left, clavicula_right",0.04110762923955917,221.5,0.1127425090893114,1,True,"[3583, 1340, 4174, 2368]","['CT of the rib cage', 'CT of the rib cage', 'CT of the ribs and shoulder girdle', 'Sagittal CT of the left paraspinal muscles and rib cage in an elderly male patient']","A, C, B, D, E",True,0.06293711066246033,0.06041516363620758
392,Sagittal CT of the shoulder girdle,ct,"x, z","age, gender, pathology, humerus_left, femur_left",0.09635910093784332,221.5,0.0376602924658655,1,True,"[2109, 1761, 7201, 6985]","['Axial CT of the rib cage and shoulder girdle in a female patient.', 'Sagittal CT of the rib cage and shoulder girdle in a male patient.', 'CT of the skull and brain', 'CT of the ribs and vertebral bodies']","D, C, B, A, E",True,0.1462860107421875,0.12796005606651306
634,Axial CT of the lumbar spine and spinal canal in an adult patient,ct,z,"age, gender, pathology, autochthon_left, autochthon_right",0.04236586391925812,223.0,0.0828904693479932,1,True,"[4652, 8108, 3323, 5126]","['CT of the thorax and mediastinum', 'Sagittal CT of the thoracic spine and paraspinal muscles in a male patient.', 'Coronal CT of the abdomen and pelvis in a patient with a tumor', 'Coronal CT of the rib cage']","C, A, B, E, D",True,0.0721941590309143,0.06276632845401764
1210,Axial CT of the thorax and mediastinum in an elderly patient,ct,z,"age, gender, autochthon_left, autochthon_right, scapula_left",0.03145403265953064,228.0,0.034511887376036,1,True,"[7394, 4872, 7023, 2136]","['Axial CT of the proximal femur in an elderly male patient', 'Sagittal CT of the rib cage in an elderly patient', 'CT of the bony pelvis and proximal femur', 'CT of the proximal femur']","E, B, D, A, C",True,0.04841827601194382,0.039116472005844116
358,CT of the rib cage in an adult patient,ct,"y, x","age, gender, pathology, costal_cartilages, humerus_left",0.07240638583898544,228.0,0.0978790810989741,1,True,"[1019, 4373, 3903, 6104]","['Sagittal CT of the lumbar spine and paraspinal muscles in an adult patient.', 'Coronal CT of the rib cage and thoracic spine', 'CT of the thoracic spine and paraspinal muscles', 'Sagittal CT of the rib cage in an elderly female patient']","B, C, D, E, A",True,0.10256662219762802,0.08925115317106247
444,Coronal CT of the chest including ribs and mediastinum,ct,y,"age, aorta, gender, heart, lung_lower_lobe_left",0.061026930809020996,229.0,0.0450489822772495,2,True,"[2863, 5868, 6807, 7794]","['Coronal CT of the bony pelvis and lumbar spine in a young adult male patient', 'CT of the chest including the heart, lungs, mediastinum, and ribs.', 'CT of the skull in a male patient', 'Sagittal CT of the rib cage']","C, E, B, A, D",True,0.07708452641963959,0.07113826274871826
1747,Axial CT of the shoulder girdle in a female patient,"ct, mri","z, x","age, gender, pathology, femur_left, femur_right",0.041710291802883145,229.5,0.0346270352692053,1,True,"[1429, 1069, 4879, 4448]","['Sagittal CT of the right rib cage', 'Coronal CT of the chest and upper abdomen in an adult female patient', 'Axial CT of the abdomen and retroperitoneum in an adult patient', 'Sagittal CT of the rib cage in a male patient']","D, C, B, A, E",True,0.08632036298513412,0.06759684532880783
404,Axial MRI of the proximal femur,"mri, ct","z, y","age, gender, autochthon_left, autochthon_right, colon",0.04237674623727798,232.5,0.033812174462197,1,True,"[2399, 794, 6358, 6911]","['CT of the skull', 'Sagittal CT of the gluteal muscles and hip region in a male patient.', 'Coronal CT of the rib cage and associated structures in an elderly patient.', 'Sagittal CT of the shoulder girdle in an elderly female patient']","Let's analyze the metadata of the 5 samples with the highest activation for this sparse feature:  1.  **Modality:** MRI (3 times), CT (2 times) 2.  **Orientation:** Axial (3 times),",False,0.06483856588602066,0.07303174585103989
400,Axial CT of the thorax and mediastinum,ct,z,"age, aorta, esophagus, gender, heart",0.0633177027106285,233.5,0.0783192195508991,1,True,"[7600, 5778, 4909, 2632]","['Axial CT of the rib cage', 'Axial CT of the chest and upper abdomen in an elderly patient', 'CT of the rib cage in a male patient', 'CT of the abdominal vasculature and bowel']","D, C, A, E, B",True,0.10190332680940628,0.08705132454633713
3896,Axial CT of the thorax and rib cage,ct,z,"age, aorta, autochthon_left, autochthon_right, esophagus",0.04216168820858002,234.5,0.1058859592888807,1,True,"[8153, 7373, 5974, 5661]","['CT of the rib cage', 'CT or MRI of the vertebral column', 'CT of the thorax and mediastinum', 'CT of the rib cage']","E, A, C, D, B",True,0.060316912829875946,0.05116686969995499
135,Axial CT of the skull,ct,"z, x","age, gender, pathology, skull, brain",0.05353018641471863,236.0,0.0636163187872766,1,True,"[6749, 7422, 7136, 1884]","['CT of the thoracic spine and paraspinal muscles', 'CT of the rib cage', 'CT of the abdomen and pelvis in a female patient', 'CT of the rib cage']","A, B, E, C, D",True,0.14694079756736755,0.12908273935317993
938,CT of the skull,ct,"z, y","age, gender, pathology, skull, spinal_cord",0.07978348284959794,238.0,0.0370980558151612,1,True,"[4966, 4121, 909, 7251]","['CT of the rib cage', 'CT of the bony pelvis and surrounding structures', 'CT of the bony pelvis and sacrum', 'Coronal CT of the thoracic spine in an elderly male patient']","D, A, E, C, B",True,0.10247538238763809,0.10342975705862045
462,Sagittal CT of the left rib cage and associated structures,ct,x,"age, autochthon_left, clavicula_left, costal_cartilages, gender",0.05966126024723053,242.5,0.0596752134932628,1,True,"[4536, 8056, 6808, 2607]","['CT of the bony pelvis and proximal femur', 'CT of the rib cage', 'CT of the paraspinal muscles', 'CT of the rib cage']","E, B, C, A, D",True,0.07974191755056381,0.08144267648458481
1322,Sagittal CT of the rib cage and abdominal vasculature in a male patient.,ct,x,"age, clavicula_left, colon, costal_cartilages, gender",0.05469019860029221,244.0,0.0352237580110838,1,True,"[233, 7665, 5685, 4463]","['CT of the thorax and mediastinum', 'CT of the thoracic spine and spinal canal', 'CT of the ribs and paraspinal muscles', 'CT of the skull']","C, A, E, D, B",True,0.07419615238904953,0.0684058889746666
407,Axial MRI of the bony pelvis and proximal femur in an adult patient,mri,"z, x","age, gender, vertebrae, spinal_cord, lung_left",0.086565662920475,244.5,0.0320027450040731,3,False,"[2754, 7968, 6365, 7974]","['Axial CT of the thorax and mediastinum', 'CT of the shoulder girdle in a sagittal orientation', 'CT of the abdominal vasculature, bowel, hip flexors, kidneys, lumbar spine, paraspinal muscles, spinal canal', 'CT of the rib cage']","D, C, A, E, B",True,0.13064920902252197,0.1199110671877861
491,Coronal CT of the sacrum,ct,"y, z","age, gender, pathology, costal_cartilages, autochthon_left",0.10579497069120407,246.5,0.0399405532841956,4,False,"[4124, 6787, 6154, 2148]","['Sagittal CT of the right shoulder girdle and rib cage in an elderly patient', 'CT of the rib cage', 'Coronal CT of the thoracolumbar spine and posterior elements', 'CT of the skull in a male patient']","C, D, B, A, E",True,0.12646836042404175,0.1189865991473198
106,Coronal CT of the rib cage and sternum,"ct, mri","y, z","age, gender, pathology, costal_cartilages, lung_middle_lobe_right",0.07076953053474426,247.5,0.0704323170900494,1,True,"[5661, 1423, 7357, 7061]","['CT of the rib cage', 'CT of the rib cage', 'Axial CT of the bony pelvis and proximal femur', 'Sagittal CT of the shoulder girdle in a female patient']","D, E, A, C, B",True,0.11614859849214554,0.09399723261594772
163,Coronal CT of the rib cage,ct,"y, z","age, gender, pathology, skull, costal_cartilages",0.13339341282844544,248.0,0.0434694516468039,1,True,"[5418, 6614, 7020, 5717]","['CT of the gluteal muscles', 'CT of the thoracic spine and paraspinal muscles', 'CT of the bony pelvis and lumbar spine', 'CT of the head and skull in an elderly female patient']","A, B, C, D, E",True,0.14956510066986084,0.156656414270401
117,CT of the rib cage,ct,"y, x","age, gender, pathology, lung_lower_lobe_left, autochthon_left",0.09226600080728531,248.0,0.036899225425156,4,False,"[3548, 4033, 553, 5907]","['Axial CT of the thorax and mediastinum in an elderly male patient', 'CT of the thoracic spine and associated structures', 'CT or MRI of the thoracic spine and spinal canal.', 'CT of the rib cage']","D, C, E, A, B",True,0.10668408125638962,0.10729443281888962
408,Coronal CT of the thoracic spine and paraspinal muscles,ct,y,"age, gender, pathology, autochthon_left, autochthon_right",0.08448713272809982,250.5,0.0492174731670076,1,True,"[3785, 6897, 5694, 7376]","['CT of the ribs and thoracic spine', 'Axial CT of the abdomen in an adult patient', 'Axial CT of the rib cage', 'Sagittal CT of the rib cage in a middle-aged male patient']","D, B, E, A, C",True,0.10243036597967148,0.12129446119070053
457,Axial MRI of the spinal canal and surrounding structures,mri,"x, z","age, spinal_cord, vertebrae, colon, aorta",0.062291772663593294,253.0,0.0304155244617574,1,True,"[1003, 6089, 3552, 1720]","['CT of the skull', 'CT of the lumbar spine and spinal canal', 'CT of the proximal femur', 'CT or MRI of the shoulder girdle and rib cage in an elderly patient']","C, E, B, A, D",True,0.08785421401262283,0.09196233004331589
267,Coronal CT of the chest and upper abdomen in female patients,"ct, mri",y,"age, aorta, gender, liver, colon",0.05982951074838638,254.5,0.032071027500072,1,True,"[2300, 6156, 2685, 5956]","['CT of the rib cage', 'Coronal CT of the bony pelvis and lumbar spine', 'Sagittal CT of the left rib cage and scapula', 'Coronal CT of the rib cage in a female patient']","B, C, A, E, D",True,0.07569370418787003,0.06618554145097733
176,Sagittal CT of the left rib cage and associated structures in an elderly male patient.,ct,x,"age, colon, gender, liver, small_bowel",0.061281506717205045,255.5,0.0345429127471615,1,True,"[4421, 8018, 710, 7474]","['Coronal CT of the rib cage', 'CT of the torso in a middle-aged male patient', 'Sagittal CT of the skull and cervical spine', 'CT of the rib cage']","B, C, E, D, A",True,0.0863242968916893,0.07404070347547531
8158,Axial MRI of the abdomen and pelvis in an elderly patient,mri,z,"age, autochthon_left, colon, gender, vertebrae",0.05052025765180588,255.5,0.0519240986873971,1,True,"[7608, 1457, 6294, 7219]","['Axial CT of the rib cage and mediastinum', 'CT of the rib cage', 'Sagittal CT of the thoracic spine and vertebral bodies', 'Coronal CT of the rib cage and thoracic spine']","B, A, C, D, E",True,0.08974213153123856,0.07653065770864487
123,Sagittal CT of the humerus,ct,x,"age, gender, pathology, gluteus_medius_right, gluteus_maximus_right",0.075641231238842,257.5,0.0388405930383662,1,True,"[3521, 6212, 76, 504]","['CT of the rib cage', 'CT of the skull', 'CT of the skull', 'Sagittal CT of the rib cage and shoulder girdle']","C, A, B, D, E",True,0.10618654638528824,0.08871793001890182
1205,Coronal CT of the thoracic spine and ribs,ct,"x, y","age, gender, pathology, lung_lower_lobe_right, spinal_cord",0.05583508610725403,258.0,0.0536989114875356,1,True,"[114, 358, 1589, 6060]","['Axial CT or MRI of the bony pelvis in an elderly female patient', 'CT of the rib cage in an adult patient', 'Axial CT of the rib cage', 'CT of the rib cage']","D, C, E, A, B",True,0.07958482205867767,0.06630134582519531
5760,CT of the skull,ct,"y, z","age, gender, pathology, skull, autochthon_left",0.0829075887799263,259.0,0.067214500488246,1,True,"[1994, 6792, 7180, 7739]","['Sagittal CT of the skull', 'Coronal CT of the abdomen and pelvis in a male patient', 'CT of the rib cage', 'Sagittal CT of the scapula and proximal humerus']","B, A, C, E, D",True,0.12116584926843643,0.09867284446954727
720,Axial CT of the thorax and mediastinum,ct,z,"age, aorta, autochthon_left, autochthon_right, costal_cartilages",0.053885291516780856,259.5,0.0764898561084651,1,True,"[5347, 2955, 6716, 7021]","['Coronal CT of the bony pelvis and gluteal muscles in a male patient.', 'CT of the rib cage', 'CT of the skull and brain', 'Spinal canal']","D, B, A, E, C",True,0.08685747534036636,0.07021735608577728
1090,Coronal CT of the rib cage and thoracic spine in a male patient.,ct,"x, y","age, gender, pathology, vertebrae_T1, autochthon_left",0.061557285487651825,264.5,0.0440999633204919,1,True,"[1182, 7264, 3349, 1975]","['Axial CT of the bony pelvis and surrounding structures', 'Axial CT of the bony pelvis and hip joints', 'CT of the bony pelvis and proximal femur in a male patient', 'CT of the skull and brain']","D, B, C, E, A",True,0.07143022865056992,0.0740351602435112
1838,Axial CT of the abdomen and pelvis in an elderly patient,ct,z,"age, gender, pathology, autochthon_left, autochthon_right",0.03773712664842606,267.5,0.0775665231544956,4,False,"[3166, 1124, 7436, 3548]","['CT of the thorax and rib cage', 'Sagittal CT of the rib cage in a male patient', 'CT of the rib cage', 'Axial CT of the thorax and mediastinum in an elderly male patient']","B, A, E, D, C",True,0.05539868772029877,0.053483784198760986
3397,Axial MRI of the abdomen and pelvis,"mri, ct","z, x","age, gender, aorta, autochthon_left, autochthon_right",0.02330117076635361,270.0,0.0356291754690211,1,True,"[6724, 1137, 1933, 6583]","['CT of the sacrum', 'Axial CT of the cervical spine and spinal canal', 'CT of the paraspinal muscles and vertebrae', 'Axial CT of the lumbar spine and spinal canal']","D, A, B, C, E",True,0.04820471256971359,0.040821440517902374
2,Axial CT of the rib cage and spinal canal,"ct, mri","z, y","age, colon, gender, pathology, hip_left",0.07583567202091217,270.5,0.0290113420698241,2,True,"[7344, 5288, 4627, 6403]","['CT of the bony pelvis and proximal femur', 'CT of the rib cage and thoracic spine', 'Axial CT of the thoracolumbar spine and spinal canal in an elderly patient', 'CT of the rib cage']","C, D, E, A, B",True,0.08597936481237411,0.08572110533714294
524,CT of the rib cage,ct,"y, x","age, gender, pathology, costal_cartilages, colon",0.06387525498867035,273.0,0.0648849807636835,1,True,"[7800, 1905, 7551, 4319]","['Sagittal CT of the abdominal vasculature and lumbar spine in a middle-aged female patient', 'CT of the shoulder girdle in a male patient', 'Axial CT of the skull', 'Axial CT of the bony pelvis in a female patient']","B, C, E, D, A",True,0.10436687618494034,0.09617722779512405
288,Coronal CT/MRI of the bony pelvis and surrounding structures in a middle-aged to elderly patient.,"mri, ct","y, x","age, gender, colon, hip_left, hip_right",0.066656394302845,274.0,0.0304462120390001,1,True,"[2958, 7873, 2970, 3781]","['Axial CT or MRI of the spine and spinal canal in an elderly patient.', 'CT of the ribs and thoracic spine', 'CT of the rib cage and paraspinal muscles', 'Coronal CT of the rib cage and mediastinum']","A, B, C, E, D",True,0.09465817362070084,0.08863715082406998
1613,CT of the brain and skull,"ct, mri","y, z, x","age, gender, brain, pathology, skull",0.046603724360466,275.0,0.0450585819472975,1,True,"[7100, 5254, 4208, 4390]","['Coronal CT of the thorax and rib cage', 'CT of the bony pelvis and proximal femur', 'Axial CT of the skull in an elderly male patient', 'Axial CT of the rib cage']","A, B, E, C, D",True,0.10121440142393112,0.08654866367578506
1562,Sagittal CT of the left rib cage,ct,"x, y","age, costal_cartilages, gender, pathology, colon",0.04987216889858246,276.0,0.0549827069611636,2,True,"[6760, 6913, 4778, 557]","['Sagittal CT of the pelvis in a male patient', 'Sagittal CT of the abdominal vasculature and spinal canal in an elderly male patient', 'CT of the rib cage in an elderly male patient', 'CT of the rib cage']","E, A, B, D, C",True,0.07055296003818512,0.06291699409484863
1684,Axial CT of the thorax and rib cage,ct,"z, y","age, gender, autochthon_left, autochthon_right, costal_cartilages",0.04397442936897278,277.5,0.0695032670284728,1,True,"[1796, 799, 6717, 1999]","['Coronal CT of the rib cage and paraspinal muscles', 'CT of the shoulder girdle', 'Sagittal CT of the rib cage', 'Coronal MRI of the pelvis and hip flexors']","B, E, D, C, A",True,0.061220504343509674,0.061799220740795135
415,Sagittal CT/MRI of the thoracic spine and spinal canal in an elderly male patient,"mri, ct","x, y, z","age, gender, aorta, esophagus, pathology",0.06268058270215988,284.5,0.0482957583548231,1,True,"[5984, 64, 7476, 2570]","['CT of the skull', 'Sagittal CT of the rib cage', 'Axial CT or MRI of the brain in an adult female patient', 'CT of the thorax and rib cage']","D, B, A, E, C",True,0.09528151899576187,0.08002619445323944
1668,Axial CT or MRI of the chest including the heart and great vessels.,"ct, mri","z, y","age, gender, autochthon_left, autochthon_right, heart",0.015937969088554382,289.0,0.0595495078682088,1,True,"[2084, 6720, 1791, 1839]","['CT of the rib cage and vertebrae', 'Sagittal CT of the lumbar spine and paraspinal muscles in an adult patient.', 'Axial MRI of the pelvis and spinal canal in an elderly patient', 'Coronal CT of the abdomen and pelvis']","D, A, C, B, E",True,0.051052749156951904,0.028223462402820587
535,Axial CT of the skull and brain,ct,"z, x","age, gender, pathology, brain, skull",0.053346431255340575,289.0,0.0531279532309934,1,True,"[6805, 1320, 6190, 1006]","['Sagittal CT or MRI of the thoracic and lumbar spine and associated structures in an elderly male patient.', 'CT of the rib cage', 'CT of the rib cage', 'Sagittal CT of the right rib cage and shoulder girdle']","B, E, D, A, C",True,0.09460324794054031,0.09495706111192703
258,Sagittal CT or MRI of the brain and skull,"ct, mri",x,"age, brain, gender, pathology, skull",0.05158253163099289,293.0,0.0280763793733732,1,True,"[5487, 6046, 299, 376]","['Coronal CT of the thoracic spine and paraspinal muscles in an elderly female patient', 'CT of the thoracic spine and paraspinal muscles', 'CT of the rib cage', 'Coronal CT of the rib cage in an elderly patient']","E, C, A, D, B",True,0.10934198647737503,0.10561002045869827
314,Sagittal CT of the thoracic spine and vertebral bodies,ct,x,"age, gender, pathology, colon, costal_cartilages",0.08216359168291092,293.0,0.0361905314312429,1,True,"[411, 2784, 4991, 3418]","['Sagittal CT of the hip and gluteal muscles in a female patient', 'Coronal CT of the rib cage in a male patient', 'Axial CT of the rib cage in a female patient', 'CT of the thoracic spine and vertebral bodies']","B, E, C, A, D",True,0.11502029746770859,0.09000583738088608
65,Sagittal CT of the rib cage and paraspinal muscles,ct,x,"age, colon, costal_cartilages, gender, pathology",0.06896257847547531,293.0,0.0323772450590289,1,True,"[6971, 355, 2945, 740]","['Coronal CT of the rib cage', 'Axial CT of the abdomen and retroperitoneum', 'Axial CT of the chest and rib cage', 'Axial CT of the chest and rib cage']","B, E, A, C, D",True,0.09506591409444809,0.10418977588415146
1558,Axial CT of the abdomen and pelvis in an adult patient,ct,z,"age, gender, pathology, colon, gluteus_medius_left",0.05221754163503647,298.0,0.0496124782992901,2,True,"[7483, 1445, 309, 5591]","['Axial CT of the pelvis in an elderly patient', 'CT of the rib cage', 'Axial CT of the skull in an adult patient', 'CT of the rib cage']","B, D, A, C, E",True,0.08234823495149612,0.06655871123075485
1547,CT of the shoulder girdle in an elderly male patient,ct,"x, y","age, gender, pathology, gluteus_maximus_left, autochthon_left",0.08513518422842026,298.5,0.0293606513954037,3,False,"[781, 4, 4997, 5100]","['Axial CT of the proximal femur', 'Axial CT of the cervical spine and spinal canal', 'CT of the rib cage', 'Sagittal CT of the rib cage and thoracic spine in an elderly patient']","E, A, D, C, B",True,0.1128707304596901,0.09464336186647415
69,Axial CT of the skull,ct,"z, x, y","age, gender, pathology, skull, humerus_right",0.10515211522579193,299.5,0.0487536034155347,1,True,"[7243, 4624, 4443, 7933]","['CT of the thoracic spine and paraspinal muscles', 'Sagittal CT of the abdominal aorta and lumbar spine in an elderly patient', 'CT of the vertebrae', 'Coronal CT of the brain and skull']","E, C, B, D, A",True,0.1547272801399231,0.13598862290382385
1025,CT of the rib cage,ct,"z, x","age, gender, pathology, autochthon_left, autochthon_right",0.04241583794355393,302.0,0.059403338905232,1,True,"[1624, 5399, 8172, 7895]","['CT of the rib cage', 'Axial CT of the pelvis in a female patient', 'CT of the rib cage', 'CT of the rib cage']",Rationale: The sparse feature is activated across 5 samples. Let's analyze the metadata for commonalities: 1.  **Modality:** All samples are CT scans. 2.  **Orientation:** Sample 1 is Sagittal,False,0.1080256775021553,0.06567808985710144
1079,Sagittal CT of the shoulder girdle in a male patient,ct,"y, x","age, gender, pathology, skull, costal_cartilages",0.11814761012792588,303.0,0.0427137347572105,4,False,"[4911, 3726, 2750, 5317]","['CT of the skull', 'Coronal CT of the rib cage', 'CT of the shoulder girdle in an elderly patient', 'CT of the chest and mediastinum']","A, C, E, D, B",True,0.13229194283485413,0.15460526943206787
31,Coronal CT of the rib cage,ct,"y, x","age, gender, pathology, esophagus, trachea",0.11955575346946716,305.0,0.0261659753321937,2,True,"[1067, 5607, 6809, 1989]","['Coronal CT of the bony pelvis and paraspinal muscles in an elderly male patient', 'Coronal CT of the thoracic spine and ribs', 'CT of the rib cage', 'CT of the skull']","A, E, C, D, B",True,0.14977842569351196,0.14323025941848755
812,Coronal CT of the thorax and mediastinum,ct,y,"age, aorta, gender, lung_lower_lobe_left, lung_lower_lobe_right",0.06901023536920547,306.0,0.0356585242652262,2,True,"[3934, 3596, 7059, 3171]","['CT of the rib cage', 'Axial CT or MRI of the brain in an adult patient', 'CT or MRI of the rib cage and associated structures.', 'CT of the rib cage']","B, E, C, D, A",True,0.09708552807569504,0.0931151881814003
