feature_idx,sample_rank,array_idx,image_id,slice_nr,modality,slice_orientation
1934,3,38654,s0440,99,ct,z
1934,4,87062,s0937,25,ct,z
1934,5,79460,s0859,98,ct,z
251,1,37499,s0417,119,ct,y
251,2,137184,s0511,70,mri,y
251,3,3101,s0025,135,ct,z
251,4,63338,s0706,165,ct,y
251,5,137663,s0572,27,mri,y
274,1,87028,s0937,218,ct,y
274,2,133669,s0031,20,mri,z
274,3,74309,s0792,3,ct,z
274,4,3520,s0029,228,ct,y
274,5,41983,s0513,252,ct,y
1239,1,5185,s0050,313,ct,z
1239,2,68083,s0737,175,ct,z
1239,3,79536,s0859,174,ct,z
1239,4,70791,s0754,120,ct,z
1239,5,105799,s1070,297,ct,z
2024,1,3010,s0025,44,ct,z
2024,2,101021,s1041,109,ct,z
2024,3,78138,s0820,82,ct,z
2024,4,129265,s1370,250,ct,z
2024,5,10368,s0086,422,ct,z
111,1,74394,s0792,88,ct,z
111,2,78144,s0820,88,ct,z
111,3,124989,s1325,74,ct,y
111,4,29080,s0325,52,ct,z
111,5,95995,s1003,59,ct,y
481,1,131436,s1418,74,ct,x
481,2,65492,s0724,54,ct,y
481,3,47322,s0585,150,ct,x
481,4,99968,s1038,202,ct,x
481,5,38372,s0440,176,ct,x
263,1,8692,s0067,215,ct,z
263,2,100137,s1038,146,ct,y
263,3,102358,s1050,63,ct,z
263,4,10594,s0103,150,ct,y
263,5,27626,s0301,15,ct,y
1774,1,293,s0002,108,ct,y
1774,2,56717,s0647,12,ct,y
1774,3,10973,s0110,110,ct,y
1774,4,99778,s1038,12,ct,x
1774,5,25049,s0270,220,ct,x
7448,1,74401,s0792,95,ct,z
7448,2,49844,s0591,468,ct,z
7448,3,117090,s1234,12,ct,z
7448,4,76570,s0806,229,ct,y
7448,5,31636,s0360,211,ct,x
346,1,111826,s1137,100,ct,y
346,2,97697,s1009,185,ct,x
346,3,134631,s0200,46,mri,y
346,4,4785,s0050,86,ct,y
346,5,72276,s0772,77,ct,y
816,1,85596,s0912,231,ct,x
816,2,78054,s0820,170,ct,y
816,3,1575,s0004,429,ct,z
816,4,110069,s1124,39,ct,y
816,5,18041,s0178,25,ct,x
575,1,13885,s0145,187,ct,x
575,2,39826,s0490,107,ct,x
575,3,69625,s0747,102,ct,x
575,4,50016,s0593,156,ct,x
575,5,125253,s1326,173,ct,x
126,1,116449,s1227,24,ct,x
126,2,81535,s0866,203,ct,y
126,3,77906,s0820,22,ct,y
126,4,54601,s0629,229,ct,x
126,5,11009,s0110,146,ct,y
494,1,115311,s1178,413,ct,z
494,2,116591,s1227,46,ct,y
494,3,29290,s0325,262,ct,z
494,4,76973,s0806,381,ct,z
494,5,133865,s0066,1,mri,z
63,1,137646,s0572,10,mri,y
63,2,105931,s1077,1,ct,x
63,3,136732,s0420,39,mri,z
63,4,109301,s1121,191,ct,y
63,5,137683,s0581,5,mri,z
100,1,134284,s0149,23,mri,y
100,2,76988,s0810,9,ct,x
100,3,137007,s0495,0,mri,y
100,4,56574,s0643,225,ct,z
100,5,49827,s0591,451,ct,z
2921,1,48362,s0587,110,ct,y
2921,2,126052,s1337,138,ct,x
2921,3,136878,s0481,2,mri,y
2921,4,136567,s0416,2,mri,y
2921,5,6976,s0062,17,ct,y
91,1,100587,s1041,26,ct,x
91,2,50133,s0593,48,ct,y
91,3,109021,s1121,67,ct,x
91,4,127959,s1361,47,ct,y
91,5,76347,s0806,274,ct,x
42,1,132924,s1425,187,ct,x
42,2,68437,s0738,116,ct,x
42,3,112224,s1167,75,ct,x
42,4,4621,s0050,176,ct,x
42,5,64729,s0721,87,ct,x
103,1,27286,s0294,144,ct,y
103,2,38260,s0440,64,ct,x
103,3,95307,s0992,235,ct,x
103,4,134785,s0206,8,mri,x
103,5,67678,s0737,142,ct,x
1463,1,12020,s0123,156,ct,x
1463,2,113351,s1172,130,ct,x
1463,3,121102,s1280,130,ct,x
1463,4,8304,s0067,82,ct,x
1463,5,4831,s0050,132,ct,y
1709,1,68642,s0738,94,ct,z
1709,2,44321,s0537,144,ct,x
1709,3,42999,s0532,19,ct,x
1709,4,98925,s1032,80,ct,x
1709,5,121261,s1280,108,ct,y
469,1,63162,s0706,76,ct,x
469,2,94906,s0984,52,ct,y
469,3,28239,s0312,68,ct,z
469,4,74155,s0792,82,ct,x
469,5,71266,s0754,595,ct,z
201,1,12490,s0123,199,ct,z
201,2,3010,s0025,44,ct,z
201,3,137307,s0517,81,mri,z
201,4,107780,s1096,96,ct,x
201,5,111995,s1137,124,ct,z
1059,1,106199,s1077,74,ct,y
1059,2,61442,s0688,143,ct,y
1059,3,9784,s0086,221,ct,y
1059,4,114074,s1176,108,ct,y
1059,5,57252,s0653,39,ct,y
280,1,121483,s1287,10,ct,x
280,2,20999,s0209,173,ct,z
280,3,9914,s0086,351,ct,y
280,4,89133,s0957,8,ct,x
280,5,85610,s0912,245,ct,x
607,1,68721,s0740,32,ct,x
607,2,96346,s1004,104,ct,x
607,3,23596,s0257,125,ct,x
607,4,67254,s0736,13,ct,y
607,5,11282,s0115,140,ct,x
34,1,65575,s0724,137,ct,y
34,2,123067,s1296,88,ct,y
34,3,73392,s0776,75,ct,y
34,4,49282,s0591,130,ct,y
34,5,120544,s1278,68,ct,y
67,1,29898,s0326,212,ct,z
67,2,56535,s0643,186,ct,z
67,3,91009,s0960,245,ct,z
67,4,116433,s1227,8,ct,x
67,5,100583,s1041,22,ct,x
82,1,9880,s0086,317,ct,y
82,2,26124,s0287,246,ct,y
82,3,41175,s0509,217,ct,y
82,4,48483,s0587,231,ct,y
82,5,20630,s0204,317,ct,z
278,1,30955,s0358,24,ct,z
278,2,77534,s0810,110,ct,z
278,3,100966,s1041,54,ct,z
278,4,59231,s0680,0,ct,z
278,5,35865,s0392,21,ct,z
520,1,788,s0004,24,ct,x
520,2,32595,s0367,155,ct,x
520,3,112327,s1167,178,ct,x
520,4,103643,s1061,86,ct,x
520,5,4650,s0050,205,ct,x
1291,1,78048,s0820,164,ct,y
1291,2,62748,s0702,205,ct,y
1291,3,30290,s0328,192,ct,y
1291,4,26062,s0287,184,ct,y
1291,5,130298,s1407,69,ct,y
199,1,10470,s0103,26,ct,y
199,2,42897,s0525,176,ct,y
199,3,15492,s0157,215,ct,y
199,4,66696,s0730,12,ct,x
199,5,102808,s1053,33,ct,z
466,1,9880,s0086,317,ct,y
466,2,20825,s0209,121,ct,y
466,3,26126,s0287,248,ct,y
466,4,48486,s0587,234,ct,y
466,5,41171,s0509,213,ct,y
410,1,48482,s0587,230,ct,y
410,2,93006,s0972,34,ct,x
410,3,129530,s1395,267,ct,x
410,4,10469,s0103,25,ct,y
410,5,127587,s1345,95,ct,y
631,1,22130,s0233,40,ct,z
631,2,1691,s0006,113,ct,x
631,3,130476,s1410,6,ct,y
631,4,33837,s0374,177,ct,z
631,5,72759,s0773,38,ct,y
877,1,32982,s0367,172,ct,z
877,2,61400,s0688,101,ct,y
877,3,57059,s0647,248,ct,z
877,4,72495,s0772,173,ct,z
877,5,24281,s0259,22,ct,y
1351,1,80815,s0865,62,ct,x
1351,2,99346,s1033,116,ct,x
1351,3,41029,s0509,71,ct,y
1351,4,33918,s0376,65,ct,x
1351,5,86282,s0925,56,ct,x
1536,1,23104,s0248,103,ct,y
1536,2,6092,s0058,134,ct,x
1536,3,48373,s0587,121,ct,y
1536,4,100683,s1041,122,ct,x
1536,5,20176,s0204,63,ct,y
467,1,29688,s0326,2,ct,z
467,2,26152,s0287,274,ct,y
467,3,21904,s0212,323,ct,z
467,4,45092,s0542,0,ct,z
467,5,57065,s0647,254,ct,z
489,1,56722,s0647,17,ct,y
489,2,100859,s1041,117,ct,y
489,3,65441,s0724,185,ct,x
489,4,88216,s0951,162,ct,x
489,5,28458,s0313,55,ct,y
217,1,130632,s1410,74,ct,z
217,2,8388,s0067,54,ct,y
217,3,19831,s0193,196,ct,z
217,4,98926,s1032,12,ct,y
217,5,137438,s0526,145,mri,x
585,1,49182,s0591,30,ct,y
585,2,35469,s0382,293,ct,z
585,3,11892,s0123,28,ct,x
585,4,95309,s0992,237,ct,x
585,5,54602,s0629,230,ct,x
29,1,10730,s0110,25,ct,x
29,2,93108,s0972,136,ct,x
29,3,34981,s0382,186,ct,x
29,4,90413,s0960,44,ct,x
29,5,122359,s1295,57,ct,x
172,1,55485,s0637,93,ct,y
172,2,28376,s0313,74,ct,x
172,3,11296,s0115,154,ct,x
172,4,137144,s0511,30,mri,y
172,5,28952,s0325,154,ct,y
732,1,137436,s0526,143,mri,x
732,2,59745,s0684,69,ct,x
732,3,134559,s0177,16,mri,z
732,4,74129,s0792,56,ct,x
732,5,134127,s0128,48,mri,z
348,1,49060,s0591,157,ct,x
348,2,132083,s1422,43,ct,x
348,3,66032,s0726,115,ct,x
348,4,107249,s1094,106,ct,x
348,5,130820,s1415,178,ct,x
71,1,87034,s0937,224,ct,y
71,2,9883,s0086,320,ct,y
71,3,26106,s0287,228,ct,y
71,4,48487,s0587,235,ct,y
71,5,109320,s1121,210,ct,y
168,1,135458,s0288,89,mri,z
168,2,63629,s0715,57,ct,y
168,3,110253,s1124,223,ct,y
168,4,57351,s0653,138,ct,y
168,5,100233,s1038,89,ct,z
1752,1,133882,s0066,18,mri,z
1752,2,24677,s0262,85,ct,y
1752,3,134270,s0139,95,mri,z
1752,4,77279,s0810,60,ct,y
1752,5,137550,s0538,50,mri,z
6,1,37369,s0417,105,ct,x
6,2,33213,s0368,91,ct,y
6,3,34133,s0376,30,ct,z
6,4,98915,s1032,70,ct,x
6,5,45666,s0563,148,ct,z
246,1,124487,s1307,32,ct,z
246,2,67347,s0736,106,ct,y
246,3,128979,s1370,175,ct,y
246,4,47164,s0578,379,ct,z
246,5,120674,s1278,198,ct,y
257,1,28509,s0313,106,ct,y
257,2,5650,s0052,169,ct,y
257,3,131512,s1418,150,ct,x
257,4,3999,s0048,58,ct,x
257,5,51483,s0611,82,ct,x
659,1,7122,s0062,163,ct,y
659,2,133851,s0065,2,mri,x
659,3,134988,s0233,33,mri,z
659,4,3100,s0025,134,ct,z
659,5,85775,s0912,0,ct,z
7041,1,136453,s0370,13,mri,x
7041,2,137699,s0584,3,mri,y
7041,3,136566,s0416,1,mri,y
7041,4,134077,s0103,21,mri,y
7041,5,133612,s0022,11,mri,y
451,1,73984,s0782,154,ct,y
451,2,51668,s0611,67,ct,y
451,3,121187,s1280,34,ct,y
451,4,59904,s0684,15,ct,y
451,5,25105,s0270,60,ct,y
424,1,8755,s0083,39,ct,x
424,2,123567,s1303,24,ct,y
424,3,22253,s0240,45,ct,x
424,4,82822,s0881,18,ct,x
424,5,44348,s0537,171,ct,x
233,1,66948,s0730,110,ct,y
233,2,129250,s1370,235,ct,z
233,3,21037,s0209,211,ct,z
233,4,73821,s0782,225,ct,x
233,5,56439,s0643,90,ct,z
1676,1,127812,s1361,128,ct,x
1676,2,130775,s1415,133,ct,x
1676,3,54513,s0629,141,ct,x
1676,4,115837,s1212,61,ct,x
1676,5,86759,s0937,134,ct,x
175,1,3357,s0029,65,ct,y
175,2,43327,s0536,32,ct,x
175,3,979,s0004,215,ct,x
175,4,70225,s0754,77,ct,x
175,5,52916,s0617,223,ct,x
1216,1,134742,s0204,37,mri,z
1216,2,136447,s0370,7,mri,x
1216,3,136682,s0419,37,mri,z
1216,4,131991,s1418,258,ct,z
1216,5,137186,s0511,72,mri,y
1281,1,130373,s1407,83,ct,z
1281,2,74079,s0782,73,ct,z
1281,3,79358,s0859,224,ct,y
1281,4,41164,s0509,206,ct,y
1281,5,91909,s0970,278,ct,y
373,1,77268,s0810,49,ct,y
373,2,102595,s1053,107,ct,x
373,3,121703,s1287,38,ct,y
373,4,118004,s1241,264,ct,x
373,5,124277,s1307,265,ct,x
332,1,135052,s0247,25,mri,z
332,2,134168,s0128,89,mri,z
332,3,37527,s0417,6,ct,z
332,4,77681,s0810,257,ct,z
332,5,133746,s0064,1,mri,y
627,1,9261,s0084,0,ct,y
627,2,82555,s0874,160,ct,y
627,3,136252,s0356,33,mri,z
627,4,94949,s0984,95,ct,y
627,5,271,s0002,86,ct,y
273,1,82433,s0874,38,ct,y
273,2,96093,s1003,38,ct,z
273,3,103511,s1059,73,ct,z
273,4,34027,s0376,49,ct,y
273,5,77949,s0820,65,ct,y
19,1,29342,s0326,21,ct,x
19,2,7141,s0062,182,ct,y
19,3,107966,s1096,282,ct,x
19,4,83558,s0889,197,ct,y
19,5,82798,s0874,236,ct,z
509,1,87740,s0949,63,ct,y
509,2,122562,s1295,54,ct,y
509,3,37406,s0417,26,ct,y
509,4,10885,s0110,22,ct,y
509,5,35106,s0382,124,ct,y
311,1,3587,s0029,60,ct,z
311,2,101618,s1046,79,ct,z
311,3,48024,s0585,438,ct,z
311,4,103024,s1053,249,ct,z
311,5,8595,s0067,118,ct,z
260,1,104490,s1065,214,ct,x
260,2,26535,s0287,379,ct,z
260,3,74396,s0792,90,ct,z
260,4,113034,s1170,124,ct,z
260,5,95089,s0984,106,ct,z
1184,1,11524,s0115,178,ct,y
1184,2,83291,s0889,138,ct,x
1184,3,60398,s0685,69,ct,y
1184,4,118393,s1258,21,ct,x
1184,5,99381,s1033,151,ct,x
1783,1,91248,s0962,100,ct,y
1783,2,88312,s0951,80,ct,y
1783,3,97941,s1009,66,ct,z
1783,4,18991,s0188,153,ct,y
1783,5,96485,s1004,51,ct,y
55,1,91899,s0970,268,ct,y
55,2,76987,s0810,8,ct,x
55,3,49163,s0591,260,ct,x
55,4,73654,s0782,58,ct,x
55,5,55205,s0637,10,ct,x
826,1,29639,s0326,114,ct,y
826,2,42533,s0521,56,ct,z
826,3,99167,s1032,104,ct,z
826,4,115588,s1196,63,ct,y
826,5,80960,s0865,96,ct,y
102,1,88058,s0949,218,ct,z
102,2,4492,s0050,47,ct,x
102,3,3060,s0025,94,ct,z
102,4,80303,s0860,174,ct,y
102,5,31627,s0360,202,ct,x
1921,1,118629,s1258,82,ct,y
1921,2,992,s0004,5,ct,y
1921,3,59093,s0680,53,ct,y
1921,4,99877,s1038,111,ct,x
1921,5,109797,s1124,14,ct,x
224,1,79359,s0859,225,ct,y
224,2,12293,s0123,2,ct,z
224,3,130373,s1407,83,ct,z
224,4,55582,s0637,190,ct,y
224,5,26098,s0287,220,ct,y
1008,1,94963,s0984,109,ct,y
1008,2,40341,s0491,67,ct,x
1008,3,137699,s0584,3,mri,y
1008,4,10420,s0103,90,ct,x
1008,5,87642,s0949,57,ct,x
1740,1,22568,s0240,130,ct,y
1740,2,51667,s0611,66,ct,y
1740,3,17511,s0165,114,ct,y
1740,4,133102,s1425,132,ct,y
1740,5,118128,s1241,155,ct,y
136,1,73788,s0782,192,ct,x
136,2,96116,s1003,61,ct,z
136,3,121191,s1280,38,ct,y
136,4,9317,s0084,56,ct,y
136,5,42918,s0525,197,ct,y
1267,1,67712,s0737,176,ct,x
1267,2,104379,s1065,103,ct,x
1267,3,33196,s0368,74,ct,y
1267,4,41129,s0509,171,ct,y
1267,5,68510,s0738,70,ct,y
1068,1,49680,s0591,304,ct,z
1068,2,135255,s0276,53,mri,y
1068,3,109498,s1121,234,ct,z
1068,4,135938,s0336,24,mri,z
1068,5,137678,s0581,0,mri,z
41,1,137531,s0538,31,mri,z
41,2,101238,s1046,107,ct,x
41,3,53930,s0621,236,ct,y
41,4,41223,s0509,46,ct,z
41,5,85328,s0909,77,ct,z
741,1,20899,s0209,73,ct,z
741,2,24421,s0259,95,ct,z
741,3,115302,s1178,404,ct,z
741,4,56347,s0643,156,ct,y
741,5,17561,s0165,164,ct,y
6021,1,48485,s0587,233,ct,y
6021,2,109313,s1121,203,ct,y
6021,3,106958,s1083,2,ct,z
6021,4,27749,s0301,10,ct,z
6021,5,91906,s0970,275,ct,y
1460,1,44472,s0537,119,ct,y
1460,2,28125,s0312,49,ct,y
1460,3,69337,s0744,0,ct,y
1460,4,91834,s0970,203,ct,y
1460,5,137010,s0495,3,mri,y
1939,1,56112,s0643,92,ct,x
1939,2,55507,s0637,115,ct,y
1939,3,137016,s0495,9,mri,y
1939,4,110204,s1124,174,ct,y
1939,5,44275,s0537,98,ct,x
376,1,21582,s0212,175,ct,y
376,2,137067,s0497,38,mri,z
376,3,110256,s1124,226,ct,y
376,4,132294,s1422,84,ct,y
376,5,114742,s1178,106,ct,y
294,1,123788,s1303,163,ct,z
294,2,24002,s0257,164,ct,z
294,3,27983,s0312,0,ct,x
294,4,44177,s0537,0,ct,x
294,5,128977,s1370,173,ct,y
639,1,71302,s0754,631,ct,z
639,2,78831,s0843,11,ct,y
639,3,30124,s0328,26,ct,y
639,4,204,s0002,19,ct,y
639,5,137478,s0530,20,mri,z
1789,1,10787,s0110,82,ct,x
1789,2,518,s0003,112,ct,x
1789,3,94,s0002,94,ct,x
1789,4,136557,s0411,7,mri,x
1789,5,90479,s0960,110,ct,x
1437,1,72852,s0773,131,ct,y
1437,2,14652,s0146,128,ct,x
1437,3,72406,s0772,84,ct,z
1437,4,51664,s0611,63,ct,y
1437,5,68411,s0738,90,ct,x
191,1,42419,s0521,62,ct,y
191,2,25129,s0270,84,ct,y
191,3,2991,s0025,25,ct,z
191,4,66734,s0730,50,ct,x
191,5,21420,s0212,13,ct,y
1290,1,116795,s1234,33,ct,x
1290,2,19370,s0193,153,ct,x
1290,3,91038,s0962,69,ct,x
1290,4,17751,s0172,51,ct,x
1290,5,113233,s1172,12,ct,x
848,1,56101,s0643,81,ct,x
848,2,37338,s0417,74,ct,x
848,3,69069,s0740,220,ct,z
848,4,116698,s1227,6,ct,z
848,5,74292,s0792,115,ct,y
811,1,69008,s0740,159,ct,z
811,2,55198,s0637,3,ct,x
811,3,71300,s0754,629,ct,z
811,4,79356,s0859,222,ct,y
811,5,37383,s0417,3,ct,y
647,1,133887,s0066,23,mri,z
647,2,94819,s0984,66,ct,x
647,3,10705,s0110,0,ct,x
647,4,63435,s0715,22,ct,x
647,5,34999,s0382,204,ct,x
