feature_idx,description,top_modalities,top_orientations,top_structures,mean_activation,combined_rank,interp_score,true_concept_rank,is_successful,distractor_features,distractor_concepts,ranking_output,parse_success,train_activation_mean,val_activation_mean
3807,Axial MRI of the abdomen and retroperitoneum in a male patient,mri,z,"age, autochthon_left, autochthon_right, gender, spinal_cord",0.015817682072520257,223.5,0.0452854960505875,1,True,"[814, 619, 357, 2132]","['CT of the vertebrae', 'CT of the rib cage', 'Coronal CT of the abdominal vasculature and retroperitoneum in an elderly patient', 'Coronal CT of the bony pelvis and proximal femur in an elderly female patient']","B, E, A, D, C",True,0.023857872933149338,0.02118726447224617
7758,MRI of the abdomen and pelvis,"mri, ct","z, y","age, aorta, autochthon_left, autochthon_right, colon",0.020960497111082076,227.0,0.0276918757962023,1,True,"[1808, 727, 4377, 1855]","['CT of the thorax and mediastinum', 'CT of the bony pelvis and proximal femur', 'Coronal CT of the thorax and mediastinum in a male patient', 'Axial MRI of the pelvis and gluteal muscles in an elderly patient']","A, E, B, D, C",True,0.03434737026691437,0.026468023657798767
6700,Axial MRI of the retroperitoneal structures including the iliopsoas muscles.,"mri, ct","z, y","age, gender, iliopsoas_left, iliopsoas_right, small_bowel",0.026037108153104782,229.0,0.0254246914601814,1,True,"[2448, 3824, 81, 7561]","['Coronal CT of the rib cage and thoracic spine', 'Coronal CT of the thoracic spine and ribs', 'Sagittal CT of the cervical and thoracic spine and spinal canal in a female patient', 'Coronal CT of the bony pelvis and surrounding structures in female patients.']","D, A, C, B, E",True,0.039604656398296356,0.03214070945978165
302,Sagittal CT of the thoracic spine and paraspinal muscles in a female patient.,ct,"x, y, z","age, gender, pathology, aorta, autochthon_left",0.032431583106517795,229.5,0.0352274835131413,1,True,"[5585, 2278, 6210, 4766]","['CT of the bony pelvis and surrounding structures in a male patient', 'Axial CT or MRI of the spine and spinal canal', 'Coronal CT of the thoracic spine and paraspinal muscles', 'CT or MRI of the thorax including the lungs, mediastinum, and rib cage.']","D, A, E, C, B",True,0.05659317225217819,0.042446356266736984
396,Coronal CT of the thorax including ribs and vertebral bodies,"ct, mri","y, z","age, liver, autochthon_left, autochthon_right, gender",0.022558211535215377,231.5,0.040269915061848,1,True,"[5082, 3710, 1362, 2659]","['Coronal CT of the abdomen and retroperitoneum in an adult patient', 'Coronal CT of the paraspinal muscles and posterior elements.', 'CT of the upper abdomen including the liver, gallbladder, stomach, pancreas, duodenum, aorta, inferior vena cava, and kidneys.', 'Coronal CT of the thorax and upper abdomen in a female patient']","B, E, A, C, D",True,0.05032144859433174,0.030766170471906662
1217,Axial CT of the thorax and mediastinum,ct,z,"age, gender, pathology, spinal_cord, autochthon_left",0.025224418938159944,232.0,0.0508513935177943,1,True,"[1558, 4715, 6712, 3585]","['Axial CT of the thorax and mediastinum', 'CT of the bony pelvis and lumbar spine', 'Axial CT of the chest and upper abdomen in a male patient.', 'Coronal CT of the thorax and mediastinum']","A, C, B, E, D",True,0.03391547501087189,0.03260805457830429
833,Coronal CT of the thorax and mediastinum,ct,"y, x","age, gender, heart, liver, lung_lower_lobe_right",0.037064867466688155,234.5,0.0303504117903459,3,False,"[3623, 7135, 7202, 3002]","['CT of the thoracic spine and ribs', 'Coronal CT or MRI of the thorax and mediastinum', 'Coronal CT of the thorax and mediastinum', 'Coronal CT of the thorax and mediastinum']","E, A, B, C, D",True,0.05009830370545387,0.050591763108968735
571,Coronal CT of the posterior thorax and lumbar spine,ct,y,"age, autochthon_left, autochthon_right, gender, pathology",0.03867481946945191,234.5,0.0420738666419511,1,True,"[3254, 1629, 6696, 1965]","['CT of the vertebral column in an elderly male patient', 'Coronal CT of the thorax and rib cage in a male patient', 'Coronal CT of the bony pelvis and hip region', 'Coronal CT of the pelvis in a patient']","A, C, E, D, B",True,0.047385334968566895,0.046925775706768036
455,Coronal CT of the thorax including ribs and vertebral bodies,"ct, mri","y, x","age, gender, liver, aorta, lung_upper_lobe_right",0.03724701330065727,236.5,0.0220927589135656,2,True,"[6459, 2512, 6726, 1111]","['Coronal CT of the pelvis and proximal femur in a female patient', 'Coronal CT of the chest and rib cage in a male patient.', 'Coronal CT of the bony pelvis and lumbar spine', 'Axial CT or MRI of the thoracic spine and spinal canal.']","B, E, A, C, D",True,0.05205842852592468,0.04675712808966637
1232,CT of the abdomen and pelvis in a male patient,"ct, mri","z, y, x","age, gender, iliopsoas_left, colon, hip_left",0.028104903548955916,237.5,0.0261449123310965,1,True,"[6086, 2774, 7548, 4039]","['Coronal CT of the abdomen and pelvis in a middle-aged patient', 'CT of the rib cage and associated structures', 'Coronal CT of the thorax and rib cage', 'CT of the lumbar spine and vertebral bodies']","B, C, E, D, A",True,0.03650788217782974,0.03680844604969025
320,Spinal cord and vertebrae,"mri, ct","z, y","age, gender, autochthon_left, autochthon_right, spinal_cord",0.04475678578019142,238.0,0.0260601967402591,4,False,"[1020, 2502, 7229, 7050]","['CT of the rib cage', 'Sagittal MRI of the spine and spinal canal in an elderly male patient', 'Coronal CT or MRI of the thoracolumbar spine and paraspinal muscles.', 'CT of the rib cage and thoracic spine']","A, E, C, B, D",True,0.05676964670419693,0.054172828793525696
262,Coronal CT of the thoracic spine and paraspinal muscles in a male patient.,ct,y,"age, gender, pathology, autochthon_left, autochthon_right",0.044066987186670306,239.5,0.0231985936748795,2,True,"[2846, 4694, 4674, 6082]","['CT of the bony pelvis and hip joints', 'Sagittal CT or Coronal MRI of the abdominal vasculature and paraspinal muscles in a female patient.', 'Coronal CT of the thoracic spine and paraspinal muscles', 'Axial CT of the thorax and mediastinum']","E, A, D, C, B",True,0.05367925763130188,0.05731770396232605
1709,Axial CT of the thorax and mediastinum,ct,"z, x, y","age, gender, pathology, aorta, autochthon_left",0.029152318835258484,241.5,0.0306682013187108,1,True,"[503, 172, 7411, 3953]","['Coronal CT of the thoracic spine and ribs', 'CT of the thoracic spine and paraspinal muscles', 'Coronal MRI of the pelvis in an elderly female patient', 'CT of the thorax and mediastinum in a male patient']","E, D, C, A, B",True,0.044376373291015625,0.037929467856884
80,Axial MRI of the abdomen and pelvis in an elderly patient,mri,"z, y","age, gender, liver, aorta, autochthon_left",0.02681489586830139,242.5,0.0330586650820048,1,True,"[147, 7068, 6992, 7954]","['Coronal CT of the rib cage and paraspinal muscles', 'Axial CT of the skull and brain', 'Coronal CT of the rib cage', 'Coronal CT of the rib cage']","C, B, A, D, E",True,0.03818900138139725,0.03513852134346962
458,Coronal CT of the thorax and rib cage,ct,y,"age, gender, liver, lung_upper_lobe_right, pathology",0.04088068753480911,247.0,0.0282815987119758,2,True,"[474, 4374, 1971, 6265]","['CT of the thoracic spine and paraspinal muscles', 'Axial CT of the thorax and mediastinum', 'CT of the paraspinal muscles and vertebral bodies', 'Coronal CT of the thoracolumbar spine and paraspinal muscles']","C, A, D, B, E",True,0.05717459321022034,0.05210287123918533
274,Coronal CT of the abdomen and pelvis in an elderly patient,ct,y,"age, colon, gender, heart, hip_left",0.040193530917167666,247.0,0.0261116142174709,2,True,"[6440, 8065, 2460, 1419]","['Coronal CT of the thoracic spine and ribs', 'CT of the bony pelvis and paraspinal muscles', 'Coronal CT of the paraspinal muscles and vertebral column', 'Coronal CT of the bony pelvis and proximal femur in a male patient.']","D, B, E, C, A",True,0.05901294946670532,0.04712127149105072
1540,MRI of the abdominal aorta and surrounding structures,"mri, ct","y, z","age, gender, liver, kidney_left, vertebrae",0.025290319323539735,249.0,0.0222586811170525,1,True,"[1823, 7696, 3289, 4470]","['CT of the thoracic spine and spinal canal', 'Axial CT of the thorax and mediastinum', 'CT of the thorax and rib cage', 'CT of the rib cage']","D, B, C, E, A",True,0.03233984485268593,0.03447567671537399
1064,Coronal CT of the thorax and rib cage,ct,"y, x","age, gender, heart, liver, lung_upper_lobe_left",0.037264177948236464,249.0,0.0258356801381094,1,True,"[1082, 1110, 3718, 2531]","['CT of the rib cage', 'Coronal CT of the pelvis and proximal femur in an adult patient', 'CT of the thoracic spine and paraspinal muscles', 'Coronal CT of the thoracic spine and associated structures']","E, B, D, A, C",True,0.056345485150814056,0.047203145921230316
51,Axial CT of the abdomen and retroperitoneum including the ribs and spine.,ct,"z, y","age, gender, pathology, aorta, autochthon_left",0.01898988224565983,250.5,0.0299677871716153,1,True,"[366, 702, 6517, 2760]","['Coronal CT of the rib cage and paraspinal muscles', 'Coronal CT of the thorax and mediastinum', 'Sagittal CT of the lumbar spine and paraspinal muscles in a middle-aged male patient', 'CT of the thoracic spine and paraspinal muscles']","E, A, D, C, B",True,0.03324977681040764,0.026256754994392395
1456,CT of the rib cage,ct,"y, z","age, gender, pathology, liver, spinal_cord",0.03557370603084564,252.5,0.0351412960253192,3,False,"[1863, 4866, 271, 2520]","['CT of the skull', 'CT of the rib cage', 'CT of the cervical spine and skull', 'Coronal CT of the rib cage and associated structures']","B, D, E, A, C",True,0.051266126334667206,0.04230736196041107
1624,Axial MRI of the abdomen and retroperitoneum in an elderly patient,"mri, ct","z, y","age, gender, aorta, colon, iliopsoas_left",0.017859550938010216,254.5,0.0366699459856603,1,True,"[6699, 3536, 5056, 3582]","['Coronal CT or MRI of the hip and pelvic region in an adult patient', 'CT of the thoracic spine and paraspinal muscles', 'CT of the lumbar spine and spinal canal in an elderly patient', 'Sagittal CT of the paraspinal muscles and vertebral column']","D, C, B, E, A",True,0.044609639793634415,0.0314081571996212
789,CT of the skull and brain,ct,"z, y","age, gender, pathology, skull, brain",0.028634269535541535,256.0,0.0350455253040575,1,True,"[7035, 8066, 3993, 6447]","['CT of the rib cage and associated structures', 'CT of the thoracic spine and paraspinal muscles in an elderly male patient', 'CT of the thoracic spine and paraspinal muscles', 'Coronal CT/MRI of the thorax and paraspinal muscles']","B, D, C, E, A",True,0.03939608857035637,0.035646598786115646
509,Axial CT of the chest and upper abdomen in elderly male patients,ct,"z, y","age, autochthon_left, autochthon_right, gender, pathology",0.02337183877825737,256.0,0.0365161033562811,1,True,"[5059, 2043, 2040, 2831]","['Coronal CT or MRI of the bony pelvis and hip region in an elderly patient.', 'CT of the rib cage', 'CT of the rib cage', 'CT of the rib cage and thoracic spine in a male patient']","E, B, A, C, D",True,0.031271032989025116,0.02832943946123123
9,Sagittal CT of the shoulder girdle in an elderly patient,ct,"x, y","age, gender, pathology, gluteus_maximus_right, colon",0.02363058999180794,260.5,0.0421314959714424,3,False,"[6157, 1736, 705, 7872]","['Coronal CT of the rib cage and thoracic spine', 'Coronal CT of the rib cage and associated structures', 'Coronal MRI of the bony pelvis and hip flexors in an elderly patient', 'CT of the rib cage and associated structures']","D, E, A, C, B",True,0.030623354017734528,0.02613942325115204
442,Coronal CT of the chest including ribs and mediastinum,ct,"y, x","age, aorta, esophagus, gender, heart",0.03979675471782684,261.5,0.0258203614116907,2,True,"[2620, 4486, 1904, 7909]","['Axial MRI of the retroperitoneum and spinal canal in a middle-aged male patient', 'CT of the rib cage and thoracic spine', 'CT of the thoracic spine and paraspinal muscles in a male patient', 'Axial CT or MRI of the abdominal vasculature and spinal canal in a male patient.']","D, E, A, B, C",True,0.052922070026397705,0.04872818663716316
564,Coronal CT of the abdomen and pelvis in a male patient,ct,"y, x","age, aorta, colon, costal_cartilages, gender",0.02839803695678711,264.5,0.0215376662858734,1,True,"[5306, 380, 7644, 1499]","['Sagittal CT of the thoracic spine and vertebral bodies', 'Axial CT of the pelvis in a female patient', 'CT of the rib cage', 'CT of the paraspinal muscles']","E, D, A, C, B",True,0.035406917333602905,0.03460127115249634
902,Coronal CT of the bony pelvis and lumbar spine,ct,"x, y","age, gender, pathology, humerus_left, gluteus_medius_left",0.021902475506067276,265.5,0.0217762061688017,5,False,"[1819, 5144, 5944, 6749]","['CT of the thoracic spine and paraspinal muscles', 'Coronal CT of the male thoracic spine and paraspinal muscles', 'CT of the rib cage and associated structures', 'Coronal CT of the rib cage and thoracic spine']",Rationale: The sparse feature is activated across 5 samples. Let's analyze the metadata for commonalities: 1.  **Modality:** All samples are CT scans. 2.  **Orientation:** Samples 1 and 5,False,0.028531115502119064,0.024366889148950577
346,Coronal CT of the chest including ribs and lungs,ct,"y, z","age, gender, lung_lower_lobe_left, lung_upper_lobe_left, pathology",0.040393517911434175,268.5,0.026005005680743,1,True,"[18, 7347, 3809, 7825]","['Axial MRI of the male thoracolumbar spine and spinal canal', 'CT of the rib cage', 'Coronal CT or MRI of the thorax and upper abdomen in an adult patient', 'CT of the vertebrae']","D, A, E, B, C",True,0.057763174176216125,0.05698568373918533
508,Axial CT or MRI of the retroperitoneum including the kidneys and abdominal aorta.,"mri, ct","z, y","age, aorta, gender, liver, autochthon_left",0.031287186592817304,271.5,0.0285981511591445,1,True,"[4053, 3943, 304, 5298]","['CT of the thoracic spine and associated structures', 'CT of the brain and skull', 'CT of the thorax and mediastinum', 'Coronal CT or MRI of the iliopsoas muscles']","E, B, C, D, A",True,0.039182551205158234,0.04210633412003517
1103,Axial CT or MRI of the thoracic spine and spinal canal.,"ct, mri",z,"age, gender, pathology, iliopsoas_left, autochthon_left",0.02808351516723633,273.0,0.0313260023157539,1,True,"[6548, 520, 1942, 575]","['Sagittal CT of the head and skull', 'Coronal CT of the lumbar spine and spinal canal in an elderly male patient', 'Coronal CT of the thorax and mediastinum', 'Coronal CT of the abdomen and pelvis in a female patient']","A, E, D, B, C",True,0.03919917345046997,0.03496956080198288
250,Coronal CT of the abdomen and rib cage,ct,y,"age, gender, pathology, aorta, colon",0.03601559549570084,275.0,0.0319910205845514,1,True,"[6329, 4180, 7304, 339]","['Coronal CT of the pelvis and lower abdomen in a female patient', 'CT of the thoracic spine and paraspinal muscles', 'CT of the abdominal vasculature, bowel, kidneys, and lumbar spine.', 'CT of the rib cage and mediastinum']","E, B, D, C, A",True,0.051656574010849,0.04854070395231247
1588,Coronal CT of the thorax including ribs and vertebral bodies,ct,"y, z, x","age, autochthon_right, gender, lung_lower_lobe_right, pathology",0.02542327269911766,279.0,0.0348444020510119,1,True,"[8168, 635, 1399, 5951]","['Axial CT of the thorax and mediastinum', 'Coronal CT of the thorax, rib cage, and mediastinum', 'CT of the rib cage and mediastinum in an elderly patient', 'CT of the rib cage and associated structures']","B, E, A, C, D",True,0.03422145918011665,0.03331555053591728
427,Coronal CT of the chest including ribs and lungs,ct,y,"age, gender, pathology, colon, heart",0.030227012187242507,279.0,0.0356216433416883,1,True,"[5642, 1226, 722, 6015]","['Axial CT of the thoracoabdominal region including the aorta, liver, lungs, ribs, spinal canal, and vertebral bodies.', 'Coronal CT of the thorax and mediastinum', 'CT of the vertebral column and spinal canal in a male patient', 'CT of the rib cage and associated structures']","A, D, B, E, C",True,0.04143325984477997,0.04001984745264053
16,Coronal CT of the chest including ribs and mediastinum,ct,y,"age, aorta, esophagus, gender, heart",0.0346478596329689,281.0,0.0266372973597585,1,True,"[184, 8146, 1309, 6242]","['CT of the rib cage and associated structures', 'Coronal CT or MRI of the pelvis in a male patient', 'Sagittal CT/MRI of the lumbar spine and spinal canal in an elderly male patient', 'CT of the rib cage and adjacent structures in an elderly patient']","B, C, D, A, E",True,0.048030056059360504,0.04269983619451523
2001,CT of the brain and skull,"ct, mri","z, y, x","age, gender, pathology, brain, skull",0.013932307995855809,281.5,0.0307127011243365,2,True,"[4404, 5418, 4372, 4531]","['CT of the lumbar spine and spinal canal in an elderly male patient', 'CT of the skull', 'CT of the rib cage', 'CT of the skull and brain']","D, C, B, A, E",True,0.017880812287330627,0.018991760909557343
1017,"MRI of the abdominal vasculature, bowel, kidneys, liver, paraspinal muscles, and spinal canal.",mri,"y, z","age, colon, gender, aorta, autochthon_left",0.025344426929950713,281.5,0.0246497970278254,1,True,"[3096, 4363, 421, 1916]","['CT of the paraspinal muscles and vertebral column', 'Coronal CT of the thoracic spine and ribs', 'CT or MRI of the abdominal vasculature, liver, kidneys, and surrounding structures in a male patient.', 'CT of the skull']","E, D, B, C, A",True,0.04220467060804367,0.033844493329524994
177,MRI of the proximal femur,mri,"z, y","age, colon, gender, hip_left, hip_right",0.050222133100032804,286.0,0.022055993814502,2,True,"[5562, 5897, 4778, 7865]","['CT of the abdominal vasculature and surrounding structures', 'CT of the bony pelvis and proximal femur in an elderly female patient', 'Coronal CT or MRI of the pelvis and proximal femur', 'MRI of the spine and spinal canal']","D, B, A, E, C",True,0.06322275102138519,0.06156853586435318
265,Coronal CT of the sacrum and gluteal muscles in a middle-aged female patient,ct,"y, z","age, gender, autochthon_left, pathology, sacrum",0.033927036076784135,291.5,0.0300776532908255,1,True,"[3747, 2412, 724, 5088]","['Coronal CT or MRI of the pelvis and proximal femur in an adult patient', 'Axial CT or MRI of the abdomen and pelvis in an adult patient', 'Coronal CT of the thorax and mediastinum', 'CT of the paraspinal muscles and vertebral column']","E, B, D, A, C",True,0.046634431928396225,0.04395630583167076
1930,Axial CT of the bony pelvis and surrounding structures in a female patient.,ct,"z, x","age, gender, pathology, gluteus_maximus_right, hip_right",0.03721517249941826,291.5,0.0208891510672005,1,True,"[4328, 3252, 3733, 4969]","['CT of the rib cage', 'CT of the thoracic spine and associated structures', 'Coronal CT of the rib cage and paraspinal muscles', 'CT of the thoracic spine and spinal canal']","A, B, E, C, D",True,0.05696821212768555,0.04857306927442551
287,CT of the rib cage and paraspinal muscles,ct,"y, x","age, colon, gender, hip_right, liver",0.0342074103653431,293.0,0.0248342784866609,2,True,"[5036, 7752, 3863, 4798]","['Coronal CT of the thorax and mediastinum', 'Sagittal CT of the left shoulder girdle', 'CT of the thoracic spine and paraspinal muscles', 'CT of the rib cage and associated structures']","B, A, C, D, E",True,0.0479360893368721,0.04640953987836838
246,Axial CT of the thoracic spine and paraspinal muscles.,ct,"y, z","age, gender, pathology, gluteus_maximus_left, gluteus_maximus_right",0.035420562326908114,298.0,0.0216502280904599,3,False,"[275, 4442, 6515, 2320]","['Coronal CT of the bony pelvis and proximal femur in a female patient', 'CT of the rib cage and associated structures', 'Coronal CT of the rib cage and thoracic spine', 'Axial MRI of the paraspinal muscles and spinal canal in middle-aged to elderly patients.']","B, E, A, C, D",True,0.0470162034034729,0.047541625797748566
555,CT or MRI of the torso including the spine and major abdominal/thoracic organs.,"mri, ct","z, y, x","age, gender, colon, hip_left, hip_right",0.02888573408126831,298.5,0.0313916752053281,1,True,"[5832, 4146, 6591, 7529]","['Coronal CT of the thorax and mediastinum', 'Axial MRI of the abdominal vasculature and paraspinal muscles in a middle-aged male patient', 'Axial MRI of the thoracic spine and spinal canal in an elderly male patient', 'Coronal CT of the abdomen and pelvis in an elderly patient']","D, B, A, E, C",True,0.037231288850307465,0.03361251950263977
27,MRI of the pelvis and hip flexors,"mri, ct","y, z","age, gender, autochthon_left, autochthon_right, colon",0.04476024433970451,299.5,0.0193215281633561,1,True,"[7753, 7398, 3171, 5790]","['Coronal CT of the thorax and mediastinum', 'CT of the rib cage', 'Coronal CT of the thorax and mediastinum', 'CT of the thoracic spine and paraspinal muscles']","A, D, E, C, B",True,0.05586139112710953,0.059568487107753754
1079,CT of the skull in a male patient,ct,"z, y, x","age, gender, pathology, brain, skull",0.020370152220129965,302.0,0.0262836748053508,1,True,"[6231, 3659, 7605, 7336]","['CT of the rib cage and associated structures', 'CT of the vertebral column and spinal canal', 'Sagittal MRI of the bony pelvis and hip flexors in an elderly male patient', 'Axial CT of the paraspinal muscles and vertebral column in an elderly patient.']","A, E, D, B, C",True,0.036562491208314896,0.034533146768808365
76,Sagittal CT of the thoracic spine and vertebral bodies in an elderly patient,"mri, ct","x, y, z","age, esophagus, gender, liver, aorta",0.03921328708529472,302.5,0.0197877514676142,1,True,"[57, 4476, 2860, 665]","['Coronal CT of the thoracic spine and paraspinal muscles', 'MRI of the torso in an elderly patient', 'Coronal CT of the abdomen and pelvis in an elderly patient', 'Coronal CT of the rib cage and thoracic spine']","C, E, A, D, B",True,0.05504223704338074,0.05151376128196716
1438,Axial MRI of the abdominal vasculature and paraspinal muscles,mri,"z, y","age, gender, colon, liver, kidney_left",0.015672991611063482,307.5,0.0326844658747936,1,True,"[1551, 5597, 3987, 2027]","['Coronal CT of the rib cage in a male patient', 'CT of the rib cage', 'CT of the bony pelvis and gluteal muscles', 'CT of the skull and brain']","D, B, C, A, E",True,0.03059789165854454,0.02184223011136055
1856,Sagittal CT of the skull and brain,ct,"z, y, x","age, gender, pathology, brain, skull",0.02221070658415556,317.5,0.0219048801942963,4,False,"[6211, 1064, 6517, 6802]","['Coronal CT of the thorax including ribs and lungs', 'Coronal CT of the thorax and rib cage', 'Sagittal CT of the lumbar spine and paraspinal muscles in a middle-aged male patient', 'Coronal CT or MRI of the thoracic spine and paraspinal muscles in an adult patient.']","D, C, B, E, A",True,0.03894497826695442,0.035716164857149124
3632,CT of the thoracic spine and spinal canal,ct,"x, y","age, costal_cartilages, gender, heart, liver",0.022427463531494142,318.0,0.0270966012825138,1,True,"[6733, 6230, 2346, 3237]","['Coronal CT of the thorax and ribs in a male patient', 'Coronal CT of the thoracic spine and ribs', 'Coronal CT of the bony pelvis and proximal femur in an adult patient', 'CT of the thoracic vertebrae']","A, E, B, C, D",True,0.028947047889232635,0.02598554641008377
1411,Axial CT/MRI of the paraspinal muscles and spinal canal,"mri, ct","z, y","age, gender, aorta, esophagus, autochthon_left",0.02282237634062767,319.5,0.026661460711585,2,True,"[1407, 4560, 7375, 4489]","['Coronal CT of the thorax including ribs and vertebrae', 'Coronal CT of the female pelvis and lower abdomen', 'Coronal CT of the paraspinal muscles', 'Axial CT or MRI of the thoracoabdominal region including the spine and major vessels.']","A, E, B, C, D",True,0.04425279051065445,0.028436660766601562
1304,CT of the thorax and mediastinum in an elderly male patient,ct,"y, z, x","age, gender, pathology, lung_upper_lobe_left, lung_upper_lobe_right",0.04743479415774345,322.0,0.0196938890222449,1,True,"[6006, 8156, 2122, 1163]","['Sagittal CT of the lumbar spine and spinal canal in an elderly patient', 'Coronal CT of the thorax and mediastinum', 'Coronal CT of the rib cage and thoracic spine', 'Axial CT of the thorax and mediastinum in a male patient']","B, E, C, D, A",True,0.0570998415350914,0.05699583888053894
279,Coronal CT of the thorax including ribs and vertebral bodies,ct,"y, z","age, aorta, gender, lung_lower_lobe_left, lung_lower_lobe_right",0.04824899286031723,322.5,0.0269426194014801,1,True,"[7698, 199, 7725, 4931]","['Sagittal CT or MRI of the spine in an elderly patient', 'CT of the rib cage', 'CT of the ribs and thoracic spine', 'Coronal CT or MRI of the bony pelvis and proximal femur in adult patients.']","A, C, D, B, E",True,0.07888025045394897,0.06798345595598221
157,Sagittal CT of the rib cage and abdominal wall,ct,x,"age, colon, costal_cartilages, gender, pathology",0.02644132450222969,323.5,0.021247558198094,1,True,"[4785, 2412, 4970, 6798]","['Sagittal CT of the thoracic spine and spinal canal in an elderly patient', 'Axial CT or MRI of the abdomen and pelvis in an adult patient', 'Axial CT of the thoracic spine and spinal canal in a male patient.', 'Sagittal CT or MRI of the pelvis in a male patient']","D, A, E, B, C",True,0.03725959360599518,0.03748675808310509
65,CT of the thorax and mediastinum,ct,"x, z, y","age, gender, pathology, lung_upper_lobe_left, rib_left_6",0.029423037171363832,325.0,0.0260197015165248,5,False,"[5643, 1114, 3476, 2511]","['Coronal CT or MRI of the thorax and upper abdomen including the ribs and vertebral column.', 'Coronal CT of the rib cage and paraspinal muscles in an elderly patient', 'CT of the rib cage', 'Coronal CT of the thorax including ribs and vertebral bodies']","C, D, B, A, E",True,0.04170846939086914,0.03288869932293892
426,Coronal CT of the sacrum,"mri, ct","x, y, z","age, gender, vertebrae, autochthon_right, intervertebral_discs",0.03083122819662094,325.5,0.0274947216288748,1,True,"[615, 2579, 754, 3886]","['Coronal CT of the rib cage in an elderly male patient', 'Coronal CT of the thoracic spine and ribs in an elderly patient', 'CT of the thorax and mediastinum in a male patient', 'Coronal CT of the thoracic spine and rib cage in a male patient']","A, B, D, C, E",True,0.03449799865484238,0.03826238960027695
1024,Sagittal CT of the right rib cage,ct,"x, y","age, gender, pathology, clavicula_right, colon",0.023866619169712066,330.0,0.023124671012207,2,True,"[4153, 5974, 3555, 261]","['Coronal CT of the rib cage and associated structures', 'CT of the rib cage', 'CT of the paraspinal muscles and vertebral column', 'Coronal CT of the thorax including the rib cage and paraspinal muscles']","B, A, E, C, D",True,0.034701425582170486,0.02903648093342781
1451,Coronal CT of the thorax and mediastinum,ct,y,"age, gender, pathology, autochthon_left, autochthon_right",0.021554155647754668,331.0,0.0222415270139182,1,True,"[2199, 2530, 2994, 4156]","['Axial CT of the rib cage and associated structures.', 'Coronal CT of the thoracic spine and spinal canal in an elderly patient', 'CT of the bony pelvis and hip joints', 'Coronal CT of the bony pelvis and proximal femur']","B, C, A, E, D",True,0.0405285507440567,0.026116326451301575
215,MRI of the hip flexors and bony pelvis,"mri, ct","y, z","age, gender, liver, autochthon_left, autochthon_right",0.037179553508758546,332.0,0.0189238775763924,1,True,"[1387, 5382, 3860, 4275]","['CT of the thorax including ribs and vertebrae', 'CT of the rib cage', 'Axial CT of the thoracic spine and spinal canal', 'Axial CT of the bony pelvis in an elderly female patient']","B, A, C, D, E",True,0.054413095116615295,0.04878765344619751
586,CT of the thorax and mediastinum,ct,"y, x","age, autochthon_right, gender, liver, lung_lower_lobe_right",0.03511148914694786,332.5,0.0239400514355417,5,False,"[2918, 917, 5924, 1202]","['Coronal CT of the rib cage', 'Coronal CT of the rib cage and thoracic spine', 'CT or MRI of the rib cage and associated structures.', 'Coronal CT or MRI of the thoracic spine and ribs']","C, E, B, A, D",True,0.0457146093249321,0.043648846447467804
8060,Axial MRI of the abdomen and paraspinal muscles in an elderly male patient,"mri, ct","z, y","age, gender, aorta, colon, spinal_cord",0.02481958791613579,333.5,0.0271669510094889,1,True,"[2129, 3880, 83, 949]","['Coronal CT or MRI of the upper abdomen in an elderly patient', 'CT of the rib cage in a male patient', 'CT of the thorax and rib cage', 'Coronal MRI of the pelvis in a male patient']","E, D, B, A, C",True,0.04158284515142441,0.04045847803354263
1473,Sagittal CT of the right hemithorax and rib cage in a male patient,"mri, ct","y, x, z","age, gender, liver, aorta, lung_left",0.024574467539787294,336.0,0.0251539444755694,1,True,"[6117, 6336, 1292, 885]","['Axial CT of the thorax and vertebral column in an elderly male patient', 'CT of the skull', 'Sagittal CT of the bony pelvis and proximal femur', 'CT of the thorax and mediastinum']","B, E, D, A, C",True,0.03357228636741638,0.03256986290216446
899,Sagittal CT of the retroperitoneum and lumbar spine,ct,"y, x","age, gender, pathology, small_bowel, colon",0.03109685331583023,337.5,0.0193521022458354,1,True,"[3403, 4429, 4593, 5121]","['CT or MRI of the thorax and mediastinum', 'Sagittal CT of the pelvis and paraspinal muscles in a male patient', 'CT of the thoracic spine and associated structures', 'CT of the rib cage']","C, E, A, B, D",True,0.04415211081504822,0.04006419703364372
3062,Sagittal CT of the abdomen and retroperitoneum,ct,"y, x","age, clavicula_left, gender, pathology, heart",0.02904767617583275,338.0,0.0239344122832847,5,False,"[6209, 1986, 2946, 1819]","['CT of the rib cage', 'Coronal CT of the rib cage and thoracic spine', 'CT of the thorax and mediastinum including the rib cage', 'CT of the thoracic spine and paraspinal muscles']","C, D, B, A, E",True,0.0408029742538929,0.03941986337304115
1590,Coronal CT of the thorax including ribs and vertebral bodies,ct,y,"age, gender, pathology, spinal_cord, vertebrae_T1",0.049960524588823316,340.5,0.0265171393975948,1,True,"[1775, 5875, 6786, 2860]","['Coronal CT of the thorax including ribs and vertebrae', 'Coronal CT of the thoracic spine and paraspinal muscles', 'Coronal CT of the abdomen and pelvis in an adult patient', 'Coronal CT of the abdomen and pelvis in an elderly patient']","D, B, A, E, C",True,0.0679016038775444,0.06001914292573929
